sequence,operation,main_thread,submission_us,latency_us,error
2186,read,true,163.583,36821.403,
2189,write,true,2028.576,71176.759,
2192,read,true,160.557,16990.827,
2195,read,true,236.579,10011.291,
2198,write,true,74.679,42099.619,
2201,read,true,108.751,19225.325,
2204,read,true,24.716,30619.157,
2207,write,true,179.491,15714.883,
2210,read,true,101.737,9756.779,
2213,read,true,17.192,10673.989,
2216,read,true,98.693,7130.306,
2219,write,true,111.648,10410.561,
2222,read,true,147.963,17131.548,
2225,read,true,146.531,9543.384,
2228,write,true,128.969,24078.574,
2231,read,true,89.476,10865.413,
2234,read,true,13.004,17591.62,
2237,write,true,157.762,40249.072,
2240,read,true,143.896,9253.327,
2243,read,true,41.036,21242.432,
2246,read,true,123.188,33390.439,
2249,write,true,140.83,78080.335,
2252,read,true,103.272,19540.74,
2255,read,true,110.866,10762.663,
2258,write,true,80.719,13652.445,
2261,read,true,90.348,15117.428,
2264,read,true,83.025,13827.118,
2267,write,true,215.229,44061.352,
2270,read,true,176.277,6011.924,
2273,read,true,26.058,6528.822,
2276,read,true,94.345,5831.079,
2279,write,true,102.6,12458.023,
2282,read,true,84.847,6003.76,
2285,read,true,102.37,8890.786,
2288,write,true,97.13,17435.962,
2291,read,true,97.732,5763.474,
2294,read,true,14.127,6842.362,
2297,write,true,135.892,17490.583,
2300,read,true,494.576,8150.025,
2303,read,true,76.171,12375.319,
2306,read,true,90.347,8217.649,
2309,write,true,72.746,15523.88,
2312,read,true,76.271,7815.745,
2315,read,true,527.127,4796.593,
2318,write,true,91.499,10627.673,
2321,read,true,99.104,12024.078,
2324,read,true,20.338,11927.991,
2327,write,true,594.231,15204.649,
2330,read,true,138.847,6255.957,
2333,read,true,25.817,5126.844,
2336,read,true,97.551,9521.524,
2339,write,true,106.066,27434.108,
2342,read,true,87.392,8227.717,
2345,read,true,106.277,5882.144,
2348,write,true,201.282,9350.637,
2351,read,true,97.601,7972.916,
2354,read,true,15.438,11101.25,
2357,write,true,158.082,22448.514,
2360,read,true,101.769,9375.234,
2363,read,true,18.434,9986.085,
2366,read,true,126.835,18909.952,
2369,write,true,839.795,40189.321,
2372,read,true,99.104,15858.02,
2375,read,true,161.178,14806.242,
2378,write,true,96.357,28959.964,
2381,read,true,116.796,14020.406,
2384,read,true,16.551,10738.798,
2387,write,true,278.696,25218.764,
2390,read,true,92.562,10161.249,
2393,read,true,31.308,7189.164,
2396,read,true,104.173,9723.207,
2399,write,true,124.331,17033.075,
2402,read,true,108.111,8258.686,
2405,read,true,90.187,7614.312,
2408,write,true,73.406,26244.484,
2411,read,true,89.376,9207.062,
2414,read,true,24.414,8441.133,
2417,write,true,139.888,15018.654,
2420,read,true,84.777,13126.42,
2423,read,true,32.331,8641.415,
2426,read,true,102.991,12626.695,
2429,write,true,135.792,20953.677,
2432,read,true,189.101,22766.263,
2435,read,true,89.124,10361.519,
2438,write,true,113.14,27501.133,
2441,read,true,108.35,9676.2,
2444,read,true,24.154,6592.119,
2447,write,true,215.047,12714.637,
2450,read,true,111.738,8081.257,
2453,read,true,16.34,9111.654,
2456,read,true,115.464,11608.329,
2459,write,true,104.223,15021.049,
2462,read,true,77.453,12876.819,
2465,read,true,245.355,7103.726,
2468,write,true,109.052,22371.942,
2471,read,true,99.825,13822.58,
2474,read,true,19.958,13001.43,
2477,write,true,178.1,19655.753,
2480,read,true,115.003,14092.339,
2483,read,true,17.483,9800.951,
2486,read,true,117.839,20531.734,
2489,write,true,117.728,27618.299,
2492,read,true,96.449,9047.948,
2495,read,true,102.169,8437.946,
